popularity,original_title,runtime,vote_count,budget_adj,revenue_adj,prim_genre,second_genre,prim_actor,second_actor,prim_director,profit_adj,release_date,movie_duration,vote_adj
0.333774,Batman: Dead End,8,11,0.0,0.0,Action,Crime,Andrew Koenig,Clark Bartram,Sandy Collora,0.0,2003-01-01,short_movie,0.0006046940657989136
0.331948,The In-Laws,98,29,0.0,24229351.2754631,Action,Comedy,Michael Douglas,Albert Brooks,Andrew Fleming,24229351.2754631,2003-05-23,short_movie,0.010710259301014656
0.331169,How to Deal,99,26,0.0,0.0,Drama,Comedy,Mandy Moore,Trent Ford,Clare Kilner,0.0,2003-07-18,short_movie,0.008691196064364047
0.330848,Mimic: Sentinel,77,11,0.0,0.0,Horror,Science Fiction,Karl Geary,Alexis Dziena,J.T. Petty,0.0,2003-04-14,short_movie,0.0005329507020600595
0.327103,Les Enfants de la Pluie,90,10,0.0,0.0,Animation,Adventure,FrÃ©dÃ©ric Cerdal,Marjolaine Poulain,Philippe Leclerc,0.0,2003-06-25,short_movie,0.0
0.326083,Scooby-Doo! and the Monster of Mexico,75,17,0.0,0.0,Animation,Comedy,Frank Welker,Nicole Jaffe,Scott Jeralds,0.0,2003-09-30,short_movie,0.004376345188070103
0.323051,Absolon,96,13,0.0,0.0,Action,Thriller,Christopher Lambert,Lou Diamond Phillips,David DeBartolomÃ©,0.0,2003-01-01,short_movie,0.0015373577944040177
0.3216,Angels in America,352,31,71121158.6869516,0.0,Drama,Fantasy,Al Pacino,Meryl Streep,Mike Nichols,-71121158.6869516,2003-12-07,long_movie,0.01312903556421031
0.317456,Saints and Soldiers,90,46,924575.062930371,0.0,Action,Adventure,Larry Bagby,Alexander Polinsky,Ryan Little,-924575.062930371,2003-09-11,short_movie,0.024720713334016604
0.315387,Inspector Gadget 2,89,55,94828211.5826022,0.0,Action,Adventure,French Stewart,Elaine Hendrix,Alex Zamm,-94828211.5826022,2003-03-11,short_movie,0.019831915547811826
0.309252,Willard,100,30,26077758.1852156,0.0,Horror,,Crispin Glover,R. Lee Ermey,Glen Morgan,-26077758.1852156,2003-03-14,long_movie,0.010863995080455059
0.463911,The Challenge,90,24,0.0,0.0,Action,Adventure,Ashley Olsen,Mary-Kate Olsen,Craig Shapiro,0.0,2003-01-24,short_movie,0.008465716921184792
0.297658,Scooby-Doo! And the Legend of the Vampire,72,16,0.0,0.0,Animation,Comedy,Casey Kasem,Frank Welker,Scott Jeralds,0.0,2003-03-04,short_movie,0.003566670083017321
0.292143,The Statement,120,10,0.0,0.0,Drama,Thriller,Michael Caine,Tilda Swinton,Norman Jewison,0.0,2003-12-12,long_movie,0.0
0.289415,Calendar Girls,108,46,11853526.4478252,114436384.9684,Comedy,,Helen Mirren,Julie Walters,Nigel Cole,102582858.52057481,2003-09-02,long_movie,0.023982781592702677
0.288118,Dead End,85,49,0.0,0.0,Mystery,Horror,Ray Wise,Lin Shaye,Jean-Baptiste Andrea,0.0,2003-01-30,short_movie,0.0259813467254279
0.284861,Foolproof,97,18,9786590.29518599,546421.49148656,Action,,Ryan Reynolds,Kristin Booth,William Phillips,-9240168.80369943,2003-10-03,short_movie,0.0052475146048990475
0.28249,My Life Without Me,106,44,0.0,11529870.6495779,Drama,Romance,Sarah Polley,Amanda Plummer,Isabel Coixet,11529870.6495779,2003-03-07,long_movie,0.02334734037101568
0.176093,Kontroll,105,32,592676.322391263,0.0,Comedy,Crime,SÃ¡ndor CsÃ¡nyi,Csaba Pindroch,NimrÃ³d Antal,-592676.322391263,2003-11-20,long_movie,0.01488162344983089
0.276911,Mambo Italiano,92,13,5170387.33057161,3593753.33380431,Comedy,Romance,Luke Kirby,Ginette Reno,Ã‰mile Gaudreault,-1576633.9967672997,2003-06-06,short_movie,0.0015988521061801784
0.275803,Capturing the Friedmans,107,45,0.0,3695911.76614225,Documentary,,Arnold Friedman,Elaine Friedman,Andrew Jarecki,3695911.76614225,2003-05-30,long_movie,0.02654504458337604
0.275184,Agent Cody Banks,102,161,33189874.0539107,69693773.6270415,Action,,Frankie Muniz,Hilary Duff,Harald Zwart,36503899.5731308,2003-03-12,long_movie,0.07583273547196885
0.268976,The Big Empty,94,10,0.0,0.0,Comedy,Drama,Jon Favreau,Joey Lauren Adams,Steve Anderson,0.0,2003-05-16,short_movie,0.0
0.268921,De Zaak Alzheimer,123,13,0.0,0.0,Drama,Thriller,Koen De Bouw,Werner De Smedt,Erik Van Looy,0.0,2003-10-15,long_movie,0.0019370708209490621
0.264295,Biker Boyz,110,30,28448463.4747806,27868353.0757767,Action,Drama,Laurence Fishburne,Derek Luke,Reggie Rock Bythewood,-580110.3990039006,2003-01-31,long_movie,0.011888900276724403
0.347234,The Good Thief,108,14,0.0,0.0,Crime,Drama,Nick Nolte,TchÃ©ky Karyo,Neil Jordan,0.0,2003-04-03,long_movie,0.002541764886747976
0.686322,The Ghost of Lord Farquaad,12,20,0.0,0.0,Fantasy,Animation,Mike Myers,Eddie Murphy,Simon J. Smith,0.0,2003-05-23,short_movie,0.0066618837757507435
0.10239,Harvie Krumpet,23,23,0.0,0.0,Animation,Comedy,Geoffrey Rush,Kamahl,Adam Elliot,0.0,2003-10-23,short_movie,0.009060161935021011
0.253381,Ghosts of the Abyss,92,23,15409584.3821728,20199441.5092478,Family,Documentary,Bill Paxton,John Broadwater,James Cameron,4789857.127074998,2003-04-10,short_movie,0.008926924259505996
0.573104,American Splendor,101,60,0.0,7116367.728632,Comedy,Drama,Paul Giamatti,Hope Davis,Shari Springer Berman,7116367.728632,2003-08-15,long_movie,0.034334324075023064
0.249204,Hitler: The Rise of Evil,179,65,0.0,0.0,Drama,War,Robert Carlyle,Stockard Channing,Christian Duguay,0.0,2003-03-18,long_movie,0.037767756482525366
0.248133,Shade,101,38,8060397.98452119,0.0,Action,Thriller,Stuart Townsend,Gabriel Byrne,Damian Nieman,-8060397.98452119,2003-05-18,long_movie,0.018079327662191245
0.246824,Hope Springs,90,15,0.0,0.0,Comedy,Romance,Colin Firth,Heather Graham,Mark Herman,0.0,2003-05-09,short_movie,0.0024597724710464283
0.245905,The Missing,135,76,71121158.6869516,0.0,Thriller,Western,Tommy Lee Jones,Cate Blanchett,Ron Howard,-71121158.6869516,2003-11-26,long_movie,0.03923337091319053
0.349751,Stuck on You,118,104,65194395.463039,40098486.2098443,Comedy,,Matt Damon,Greg Kinnear,Bobby Farrelly,-25095909.253194705,2003-12-10,long_movie,0.04624372245567285
0.242306,Chouchou,105,61,0.0,0.0,Comedy,,Gad Elmaleh,Alain Chabat,Merzak Allouache,0.0,2003-03-19,long_movie,0.026657784154965666
0.127505,Fear X,88,20,0.0,0.0,Thriller,Mystery,John Turturro,Deborah Kara Unger,Nicolas Winding Refn,0.0,2003-01-13,short_movie,0.0059444501383622015
0.241416,Aileen: Life and Death of a Serial Killer,89,13,0.0,0.0,Documentary,Drama,Aileen Wuornos,Nick Broomfield,Joan Churchill,0.0,2003-09-09,short_movie,0.002244542379829866
0.240657,Le temps du loup,113,15,0.0,0.0,Drama,,Isabelle Huppert,Patrice ChÃ©reau,Michael Haneke,0.0,2003-01-01,long_movie,0.002920979809367634
0.23933,After School Special,90,24,0.0,0.0,Comedy,,Tony Denman,Daniel Farber,David M. Evans,0.0,2003-05-15,short_movie,0.006887362918929998
0.237282,The Second Renaissance Part I,9,16,0.0,0.0,Science Fiction,Animation,Julia Fletcher,Dane A. Davis,Mahiro Maeda,0.0,2003-02-01,short_movie,0.004427590447883571
0.236258,Out for a Kill,90,15,16594937.0269553,0.0,Action,Thriller,Steven Seagal,Michelle Goh,Michael Oblowitz,-16594937.0269553,2003-08-14,short_movie,0.002562262990673363
0.235742,Grind,105,17,0.0,0.0,Action,Comedy,Mike Vogel,Vince Vieluf,Casey La Scala,0.0,2003-08-15,long_movie,0.004519831915547811
0.226503,Dot the I,92,12,0.0,0.0,Drama,Comedy,Gael GarcÃ­a Bernal,Natalia Verbeke,Matthew Parkhill,0.0,2003-01-18,short_movie,0.001065901404120119
0.141822,Carolina,97,11,0.0,0.0,Comedy,Romance,Julia Stiles,Alessandro Nivola,Marleen Gorris,0.0,2003-07-04,short_movie,0.0006046940657989136
0.220344,Tiptoes,90,10,0.0,0.0,Comedy,Drama,Gary Oldman,Patricia Arquette,Matthew Bright,0.0,2003-09-08,short_movie,0.0
0.097647,The Corporation,145,42,0.0,5334086.90152137,Documentary,,Jane Akre,Ray Anderson,Mark Achbar,5334086.90152137,2003-09-10,long_movie,0.023285846059239522
0.209749,Owning Mahowny,104,11,0.0,0.0,Crime,Drama,Philip Seymour Hoffman,Minnie Driver,Richard Kwietniowski,0.0,2003-05-02,long_movie,0.0006559393256123809
0.208637,Kid's Story,15,16,11.8535264478252,5.92676322391264,Science Fiction,Animation,Clayton Watson,Keanu Reeves,Shinichiro Watanabe,-5.92676322391256,2003-06-02,short_movie,0.004181613200778928
0.207399,Frank Herbert's Children of Dune,248,35,23707052.8956505,0.0,Drama,Science Fiction,Alec Newman,Susan Sarandon,Greg Yaitanes,-23707052.8956505,2003-03-25,long_movie,0.016654709439376858
0.371487,The Company,112,12,17780289.6717379,2704482.81404614,Drama,Thriller,Neve Campbell,Malcolm McDowell,Robert Altman,-15075806.857691757,2003-09-10,long_movie,0.0010044070923439583
0.394501,Natural City,114,14,7112115.86869516,0.0,Science Fiction,,Yoo Ji-tae,Jae-un Lee,Byung-chun Min,-7112115.86869516,2003-05-09,long_movie,0.0020088141846879167
0.202514,Flywheel,120,13,0.0,0.0,Drama,Family,Alex Kendrick,,Alex Kendrick,0.0,2003-01-01,long_movie,0.0021215537562775445
0.201732,Crime Spree,98,13,0.0,0.0,Action,Comedy,GÃ©rard Depardieu,Harvey Keitel,Brad Mirman,0.0,2003-04-16,short_movie,0.0019370708209490621
0.201014,44 Minutes: The North Hollywood Shoot-Out,103,13,11853526.4478252,0.0,Action,,Michael Madsen,Ron Livingston,Yves Simoneau,-11853526.4478252,2003-01-01,long_movie,0.001906323665060982
0.208372,DÃ©dales,100,10,0.0,0.0,Crime,Thriller,Lambert Wilson,Sylvie Testud,RenÃ© Manzor,0.0,2003-09-09,long_movie,0.0
0.186848,Charlie: The Life and Art of Charles Chaplin,132,17,0.0,0.0,Documentary,,Sydney Pollack,Woody Allen,Richard Schickel,0.0,2003-05-01,long_movie,0.004591575279286666
0.198046,Alien Hunter,100,16,8297468.51347769,0.0,Thriller,Science Fiction,James Spader,Janine Eser,Ron Krauss,-8297468.51347769,2003-07-19,long_movie,0.0025827610945987497
0.197848,Leprechaun: Back 2 tha Hood,90,12,0.0,0.0,Horror,Comedy,Warwick Davis,Tangi Miller,Steven Ayromlooi,0.0,2003-12-30,short_movie,0.0012298862355232141
0.197542,The Cooler,101,33,37931284.6330408,0.0,Drama,Romance,William H. Macy,Alec Baldwin,Wayne Kramer,-37931284.6330408,2003-01-17,long_movie,0.01532233268422671
0.194862,Good Boy!,87,18,20150994.9613029,0.0,Comedy,Family,Molly Shannon,Liam Aiken,John Robert Hoffman,-20150994.9613029,2003-10-10,short_movie,0.004017628369375833
0.194794,Touching the Void,106,60,0.0,16459572.1256265,Documentary,Action,Brendan Mackey,Nicholas Aaron,Kevin Macdonald,16459572.1256265,2003-09-05,long_movie,0.03843394486010044
0.193661,Veronica Guerin,98,26,20150994.9613029,1860906.45339169,Drama,Crime,Cate Blanchett,Gerard McSorley,Joel Schumacher,-18290088.50791121,2003-07-11,short_movie,0.01098698370400738
0.619899,Luther,123,46,0.0,0.0,Drama,History,Joseph Fiennes,Jonathan Firth,Eric Till,0.0,2003-10-29,long_movie,0.023244849851388746
0.190667,Rugrats Go Wild,84,32,0.0,0.0,Animation,Family,E.G. Daily,Nancy Cartwright,John Eng,0.0,2003-06-13,short_movie,0.011950394588500562
0.190263,Soldier's Girl,112,15,0.0,0.0,Drama,Romance,Lee Pace,Troy Garity,Frank Pierson,0.0,2003-05-31,long_movie,0.0030234703289945685
0.218799,All the Real Girls,108,15,0.0,0.0,Drama,Romance,Paul Schneider,Zooey Deschanel,David Gordon Green,0.0,2003-08-01,long_movie,0.002869734549554166
0.104354,Blind Horizon,99,14,0.0,0.0,Drama,Thriller,Val Kilmer,Neve Campbell,Michael Haussman,0.0,2003-12-14,short_movie,0.0024187762631956546
0.939084,My Boss's Daughter,83,100,16594937.0269553,0.0,Comedy,Romance,Ashton Kutcher,Tara Reid,David Zucker,-16594937.0269553,2003-08-21,short_movie,0.04058624577226607
0.170297,Bright Young Things,106,11,0.0,0.0,Comedy,Foreign,Stephen Campbell Moore,Emily Mortimer,Stephen Fry,0.0,2003-05-16,long_movie,0.0005534488059854465
0.175002,X2,133,2222,130388790.926078,254790104.865777,Adventure,Action,Patrick Stewart,Hugh Jackman,Bryan Singer,124401313.93969898,2003-04-24,long_movie,1.5189504970790202
0.169652,Dickie Roberts: Former Child Star,98,27,0.0,0.0,Comedy,,David Spade,Mary McCormack,Sam Weisman,0.0,2003-09-05,short_movie,0.009408629701752588
0.161748,Wonderland,104,23,5926763.22391264,2923605.91860799,Crime,Drama,Val Kilmer,Dylan McDermott,James Cox,-3003157.3053046498,2003-10-23,long_movie,0.008527211232960952
0.159996,Northfork,103,10,0.0,0.0,Fantasy,Drama,James Woods,Nick Nolte,Michael Polish,0.0,2003-01-01,long_movie,0.0
0.159344,Love Object,88,11,0.0,0.0,Drama,Horror,Desmond Harrington,Melissa Sagemiller,Robert Parigi,0.0,2003-04-05,short_movie,0.0005124525981346726
0.156803,Nothing,90,14,0.0,0.0,Comedy,Fantasy,David Hewlett,Andrew Miller,Vincenzo Natali,0.0,2003-09-09,short_movie,0.0022547914317925595
0.154678,Helen of Troy,175,12,0.0,0.0,War,Action,Sienna Guillory,Matthew Marsden,John Kent Harrison,0.0,2003-04-19,long_movie,0.0011273957158962798
0.150064,Love Comes Softly,88,14,0.0,0.0,Drama,Romance,Katherine Heigl,Dale Midkiff,"Michael Landon, Jr.",0.0,2003-04-13,short_movie,0.002500768678897202
0.147375,Camp,114,12,0.0,1929936.65001325,Comedy,Music,Daniel Letterle,Joanna Chilcoat,Todd Graff,1929936.65001325,2003-09-05,long_movie,0.0010044070923439583
0.146885,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,95,28,0.0,0.0,War,Documentary,Robert McNamara,Errol Morris,Errol Morris,0.0,2003-12-09,short_movie,0.012360356667008302
0.14657,The Shape of Things,96,13,0.0,0.0,Comedy,Drama,Paul Rudd,Gretchen Mol,Neil LaBute,0.0,2003-01-01,short_movie,0.0018755765091729014
0.143004,Alex & Emma,96,43,35560579.3434758,18217562.7063402,Comedy,Romance,Luke Wilson,Kate Hudson,Rob Reiner,-17343016.637135595,2003-06-16,short_movie,0.016910935738444193
0.135161999999999,From Justin to Kelly,90,12,14224231.7373903,5834502.48615863,Comedy,Romance,Kelly Clarkson,Justin Guarini ,Robert Iscove,-8389729.25123167,2003-06-20,short_movie,0.0007174336373885416
0.121042,Deliver Us from Eva,105,12,0.0,0.0,Comedy,Drama,LL Cool J,Gabrielle Union,Gary Hardwick,0.0,2003-02-07,long_movie,0.0012913805472993748
0.126182,Les Clefs de bagnole,90,12,674722.876405176,674722.876405176,Comedy,,Laurent Baffie,Daniel Russo,Laurent Baffie,0.0,2003-12-10,short_movie,0.0009839089884185713
0.131905,Air Bud: Spikes Back,87,11,5926763.22391264,0.0,Comedy,Family,Darren J. Birch,Christopher Bishop,Mike Southon,-5926763.22391264,2003-07-01,short_movie,0.0004612073383212053
0.020946,August Underground's Mordum,77,11,355.605793434758,0.0,Horror,,Fred Vogel,Cristie Whiles,Fred Vogel,-355.605793434758,2003-01-01,short_movie,0.0004407092343958184
0.126685,Undead,97,24,0.0,0.0,Horror,Action,Felicity Mason,Mungo McKay,Michael Spierig,0.0,2003-09-04,short_movie,0.007891770011273957
0.121449,Saw,9,40,0.0,0.0,Crime,Thriller,Leigh Whannell,Paul Moder,James Wan,0.0,2003-01-01,short_movie,0.019678179768371426
0.175648,The Diary of Ellen Rimbauer,88,13,0.0,0.0,Drama,Horror,Lisa Brenner,Steven Brand,Craig R. Baxley,0.0,2003-05-12,short_movie,0.0015066106385159374
0.108463,Final Flight of the Osiris,9,17,0.0,0.0,Science Fiction,Action,Pamela Adlon,Kevin Michael Richardson,Andrew R. Jones,0.0,2003-03-21,short_movie,0.00466331864302552
0.20175,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,68,49,0.0,0.0,Animation,Science Fiction,Romanthony,,Kazuhisa TakenÃ´chi,0.0,2003-05-18,short_movie,0.02877933791124321
0.102769,I Capture the Castle,113,14,0.0,0.0,Drama,Romance,Romola Garai,Rose Byrne,Tim Fywell,0.0,2003-05-09,long_movie,0.002951726965255714
0.098984,Sylvia,109,17,8297468.51347769,11853526.4478252,Drama,Romance,Gwyneth Paltrow,Daniel Craig,Christine Jeffs,3556057.9343475113,2003-10-17,long_movie,0.0040176283693758325
0.098039,The Foreigner,96,14,19795389.1678682,0.0,Action,Thriller,Steven Seagal,Jeffrey Pierce,Michael Oblowitz,-19795389.1678682,2003-06-01,short_movie,0.0017628369375832737
0.23825,Tupac: Resurrection,112,15,0.0,9255854.57524784,Music,Documentary,Tupac Shakur,,Lauren Lazin,9255854.57524784,2003-01-23,long_movie,0.004099620785077381
0.096396,De fem benspÃ¦nd,90,14,0.0,0.0,Drama,Documentary,Claus Nissen,Lars von Trier,Lars von Trier,0.0,2003-11-07,short_movie,0.002336783847494107
0.09449,Homeless to Harvard: The Liz Murray Story,104,14,0.0,0.0,Drama,TV Movie,Thora Birch,Michael Riley,Peter Levin,0.0,2003-04-07,long_movie,0.0024597724710464283
0.085589,Chalte Chalte,167,16,0.0,0.0,Comedy,Drama,Shah Rukh Khan,Rani Mukerji,Aziz Mirza,0.0,2003-06-12,long_movie,0.0038741416418981243
0.080522,The Snow Walker,103,13,0.0,0.0,Action,Adventure,Barry Pepper,Annabella Piugattuk,Charles Martin Smith,0.0,2003-01-01,long_movie,0.001383622014963616
0.08018,"Buongiorno, notte",106,13,0.0,0.0,Drama,,Maya Sansa,Luigi Lo Cascio,Marco Bellocchio,0.0,2003-01-01,long_movie,0.0016295992620682586
0.07715,Effroyables jardins,95,15,0.0,0.0,Comedy,Drama,Jacques Villeret,AndrÃ© Dussollier,Jean Becker,0.0,2003-03-26,short_movie,0.0038946397458235115
0.073665,Madea's Class Reunion,0,12,0.0,0.0,Comedy,Music,Tyler Perry,Chandra Currelley,Tyler Perry,0.0,2003-06-25,short_movie,0.0014143691708516965
0.063216,Fear of the Dark,86,13,0.0,0.0,Horror,,Kevin Zegers,Rachel Skarsten,K.C. Bascombe,0.0,2003-01-01,short_movie,0.0015373577944040177
0.062876,Bienvenue chez les Rozes,90,16,0.0,0.0,Comedy,,Jean Dujardin,Carole Bouquet,Francis Palluau,0.0,2003-04-02,short_movie,0.0033821871476888386
0.059976,Indiana Jones: Making the Trilogy,127,10,0.0,0.0,Documentary,,Harrison Ford,George Lucas,Laurent Bouzereau,0.0,2003-10-21,long_movie,0.0
0.168156,A Detective Story,10,12,0.0,0.0,Science Fiction,Animation,James Arnold Taylor,Carrie-Anne Moss,Shinichiro Watanabe,0.0,2003-04-01,short_movie,0.0015168596904786308
0.138667,Gomez & TavarÃ¨s,72,11,0.0,0.0,Crime,Comedy,Stomy Bugsy,Titoff,Gilles Paquet-Brenner,0.0,2003-05-07,short_movie,0.0004509582863585119
0.040005,The Young Black Stallion,49,11,0.0,0.0,Action,Adventure,Biana Tamimi,Patrick Elias,Simon Wincer,0.0,2003-12-25,short_movie,0.0004919544942092857
0.039864,The Saddest Music in the World,100,13,0.0,0.0,Comedy,Drama,Isabella Rossellini,Mark McKinney,Guy Maddin,0.0,2003-09-17,long_movie,0.0018755765091729014
0.038307,The Room,99,59,0.0,0.0,Drama,Romance,Tommy Wiseau,Juliette Danielle,Tommy Wiseau,0.0,2003-06-27,short_movie,0.023101363123911037
0.038236,Eloise at Christmastime,89,11,0.0,0.0,Family,Comedy,Julie Andrews,Sofia Vassilieva,Kevin Lima,0.0,2003-11-23,short_movie,0.0004714563902838987
0.027928,Turbo Charged Prelude to 2 Fast 2 Furious,6,32,0.0,0.0,Action,,Paul Walker,Minka Kelly,Philip G. Atwell,0.0,2003-06-01,short_movie,0.0153325817361894
0.046862,Matriculated,16,12,0.0,0.0,Animation,Drama,Melinda Clarke,Dwight Schultz,Peter Chung,0.0,2003-06-03,short_movie,0.0014553653787024701
0.013546,The Second Renaissance Part II,9,15,0.0,0.0,Science Fiction,Animation,Julia Fletcher,Dane A. Davis,Mahiro Maeda,0.0,2003-06-01,short_movie,0.003689658706569643
0.049778,A Wrinkle in Time,128,10,0.0,0.0,Drama,Science Fiction,Katie Stuart,Gregory Smith,John Kent Harrison,0.0,2003-04-25,long_movie,0.0
6.66898999999999,Eddie Izzard: Glorious,99,11,0.0,0.0,Comedy,,Eddie Izzard,Mac McDonald,Peter Richardson,0.0,1997-11-17,short_movie,0.0005636978579481399
4.355219,Titanic,194,4654,271692064.214419,2506405735.41947,Drama,Romance,Kate Winslet,Leonardo DiCaprio,James Cameron,2234713671.205051,1997-11-18,long_movie,3.4745516039766318
3.48891,Hercules,93,909,115469127.291128,343299361.863264,Animation,Family,Tate Donovan,Josh Keaton,John Musker,227830234.57213604,1997-06-26,short_movie,0.6449728400122988
3.153414,Men in Black,98,2864,122261428.896488,800663660.846796,Action,Adventure,Tommy Lee Jones,Will Smith,Barry Sonnenfeld,678402231.9503081,1997-07-01,short_movie,1.9598032182023164
3.077454,Gattaca,106,1117,48904571.5585954,17025280.2673449,Thriller,Science Fiction,Ethan Hawke,Jude Law,Andrew Niccol,-31879291.291250497,1997-09-07,long_movie,0.8282361381572204
2.972972,The Fifth Element,126,2649,122261428.896488,358525092.460205,Adventure,Fantasy,Bruce Willis,Gary Oldman,Luc Besson,236263663.563717,1997-05-07,long_movie,1.9203546171979091
2.604799,Batman & Robin,125,828,169807540.134012,323594923.43378,Action,Crime,Arnold Schwarzenegger,George Clooney,Joel Schumacher,153787383.299768,1997-06-20,long_movie,0.3688838782412627
2.407266,Drive,100,10,4754611.12375233,0.0,Action,Adventure,Mark Dacascos,Kadeem Hardison,Steve Wang,-4754611.12375233,1997-08-04,long_movie,0.0
2.391809,Tomorrow Never Dies,119,565,149430635.31793,452382322.355841,Adventure,Action,Pierce Brosnan,Jonathan Pryce,Roger Spottiswoode,302951687.03791094,1997-12-11,long_movie,0.3356052065183971
2.202087,Good Will Hunting,126,1592,13584603.2107209,306921606.651021,Drama,,Robin Williams,Matt Damon,Gus Van Sant,293337003.4403001,1997-12-05,long_movie,1.24847801578354
2.113737,Jackie Brown,154,763,16301523.8528651,53894416.3884653,Action,Crime,Pam Grier,Samuel L. Jackson,Quentin Tarantino,37592892.5356002,1997-12-24,long_movie,0.54794506508148
2.064658,Alien: Resurrection,109,712,95092222.4750467,220070572.013679,Science Fiction,Horror,Sigourney Weaver,Winona Ryder,Jean-Pierre Jeunet,124978349.5386323,1997-11-12,long_movie,0.42449523419083734
2.01227,The Game,129,851,67923016.0536048,148647683.99496,Drama,Thriller,Michael Douglas,Sean Penn,David Fincher,80724667.94135521,1997-09-12,long_movie,0.6292200471456391
1.949225,Event Horizon,96,358,81507619.2643258,36234540.8913537,Horror,Science Fiction,Laurence Fishburne,Sam Neill,Paul W.S. Anderson,-45273078.3729721,1997-08-15,short_movie,0.22113354514707392
1.929641,Anastasia,94,806,71998397.0168211,189918659.471355,Animation,Family,Meg Ryan,John Cusack,Don Bluth,117920262.45453389,1997-11-20,short_movie,0.5873936660858871
1.623577,Home Alone 3,102,331,43470730.274307,107430458.718088,Comedy,Family,Alex D. Linz,Olek Krupa,Raja Gosnell,63959728.443781,1997-12-12,long_movie,0.17107717536127906
1.616191,Austin Powers: International Man of Mystery,94,581,22414595.2976895,91946013.4283802,Science Fiction,Comedy,Mike Myers,Elizabeth Hurley,Jay Roach,69531418.13069071,1997-05-02,short_movie,0.36868914625397153
1.55286,Starship Troopers,129,929,142638333.71257,164664921.497974,Adventure,Action,Casper Van Dien,Dina Meyer,Paul Verhoeven,22026587.785403997,1997-11-06,long_movie,0.6122271189914933
1.412516,The Full Monty,91,163,4754611.12375233,350279159.520599,Comedy,,Robert Carlyle,Mark Addy,Peter Cattaneo,345524548.39684665,1997-08-13,short_movie,0.10035871681869427
1.368403,Con Air,115,728,101884524.080407,304311731.323717,Action,Thriller,Nicolas Cage,John Cusack,Simon West,202427207.24331,1997-06-01,long_movie,0.47832325509890333
1.330225,Face/Off,138,955,108676825.685767,333741296.174915,Action,Crime,John Travolta,Nicolas Cage,John Woo,225064470.48914802,1997-06-27,long_movie,0.6489187250179359
1.308461,Donnie Brasco,127,615,47546111.2375233,56994198.6951988,Crime,Drama,Johnny Depp,Al Pacino,Mike Newell,9448087.457675494,1997-02-27,long_movie,0.4464487034949267
1.307058,I Know What You Did Last Summer,100,348,23093825.4582256,170603779.915843,Horror,Thriller,Jennifer Love Hewitt,Sarah Michelle Gellar,Jim Gillespie,147509954.4576174,1997-10-17,long_movie,0.19052987598647125
1.272247,The Devil's Advocate,144,717,77432238.3011095,207769251.929862,Drama,Horror,Keanu Reeves,Al Pacino,Taylor Hackford,130337013.6287525,1997-10-17,long_movie,0.49997950189607465
1.231579,Anaconda,89,331,61130714.4482443,185953882.98902,Adventure,Horror,Jennifer Lopez,Ice Cube,Luis Llosa,124823168.54077569,1997-04-11,short_movie,0.15462744696115607
1.212565,Chasing Amy,113,227,339615.080268024,16330421.020815,Comedy,Drama,Ben Affleck,Joey Lauren Adams,Kevin Smith,15990805.940546976,1997-04-04,long_movie,0.14901096648560008
1.176223,Dante's Peak,108,216,157581397.244363,241979494.041453,Action,Adventure,Pierce Brosnan,Linda Hamilton,Roger Donaldson,84398096.79709,1997-02-07,long_movie,0.1161217587373168
1.172353,Speed 2: Cruise Control,121,233,217353651.371535,223477680.157309,Action,Adventure,Sandra Bullock,Jason Patric,Jan de Bont,6124028.785773993,1997-06-12,long_movie,0.10056369785794814
1.123404,L.A. Confidential,138,728,47546111.2375233,171460704.837137,Crime,Drama,Kevin Spacey,Guy Pearce,Curtis Hanson,123914593.59961371,1997-09-19,long_movie,0.5519114481910423
1.109101,Scream 2,120,442,32603047.7057303,234148705.217506,Horror,Mystery,David Arquette,Neve Campbell,Wes Craven,201545657.5117757,1997-12-09,long_movie,0.26565542687301424
1.087383,Liar Liar,86,774,61130714.4482443,245881318.114049,Comedy,,Jim Carrey,Maura Tierney,Tom Shadyac,184750603.66580468,1997-03-21,short_movie,0.48547709336886335
1.046547,Beauty and the Beast: The Enchanted Christmas,72,101,0.0,0.0,Animation,Family,Paige O'Hara,Robby Benson,Andrew Knight,0.0,1997-11-11,short_movie,0.05502715998770114
1.037438,Contact,150,745,122261428.896488,232460177.075302,Drama,Science Fiction,Jodie Foster,Matthew McConaughey,Robert Zemeckis,110198748.17881401,1997-07-11,long_movie,0.5197806702879983
1.031334,Lolita,137,120,84224539.90647,1440044.0141144,Drama,Romance,Jeremy Irons,Dominique Swain,Adrian Lyne,-82784495.8923556,1997-09-27,long_movie,0.0777903043968433
1.008461,The Rainmaker,135,113,54338412.8428838,62376108.7583333,Drama,Crime,Matt Damon,Danny DeVito,Francis Ford Coppola,8037695.9154495,1997-11-18,long_movie,0.06861740289023266
0.999866,Volcano,104,172,122261428.896488,0.0,Science Fiction,Action,Tommy Lee Jones,Anne Heche,Mick Jackson,-122261428.896488,1997-04-25,long_movie,0.08301732089781695
0.981422,The Jackal,124,295,81507619.2643258,216443863.325307,Action,Thriller,Bruce Willis,Richard Gere,Michael Caton-Jones,134936244.0609812,1997-11-13,long_movie,0.175258788562058
